15_inch_main_armament;15-inch Main Armament
ALLYTAKEOVER_MAP;*
ALLYTAKEOVER_SETUP;When an ally takes over leadership in our war
ALLYTAKEOVERWE_1;The Foreign Minister reports
ALLYTAKEOVERWE_2;Because of our superior strength and unmatched leadership, we have assumed
ALLYTAKEOVERWE_3;Leadership in the war
ALLYTAKEOVERWE_4;against
ALLYTAKEOVERWE_5;$TARGETLIST$
ALLYTAKEOVERWE_6;from now on, we will handle all negotiations.
ALLYTAKEOVERWE_BTN1;OK
ALLYTAKEOVERWE_BTN2;OK
ALLYTAKEOVERWE_BTN3;Go to
ALLYTAKEOVERWE_HEADER;$MESSENGER$
ALLYTAKEOVERWE_LOG;We assumed leadership in the war against $TARGETLIST$.
ALLYTAKEOVERWE_MAP;*
ALLYTAKEOVERWE_SETUP;When we take over leadership in a war
alphabetic_flag_signaling;Alphabetic Flag Signaling
alphabetic_flag_signaling_desc;Alphabetic Flag Signaling
ALREADY_ASSIMILATED;Primary or Accepted Culture
ALREADY_BAD_RELATION;即$RECIPIENT$劬 already has a 即$OPINION$劬 opinion of 即$TARGET$劬.
ALREADY_IN_SPHERE;This country is already in the sphere of influence of 即$LEADER$劬.
ALREADY_MAKING_CB;We are already preparing a justification for war with 即$TARGET$劬
ALREADY_SUPPRESSED;Movement is not radical and can't be suppressed
alternating_current;Alternating Current
alternating_current_desc;In alternating current or AC systems electrons flow in both directions in wave patterns. After a fierce competition with direct current, alternating current got dominance for most domestic and industrial applications. One of the first applications were the electric chairs, which didn't help in convincing that alternating current wasn't more dangerous than direct current.
alternative_plans;Alternative Plans
alternative_plans_desc;By letting the staff produce several alternative plans, the best alternative could be discerned faster by the commander. Also if things changed, the commander and his staff always had an alternative to go for quickly.
ALWAYS_FALSE;Never
ALWAYS_TRUE;Always
am_everywhere;I Am Everywhere
amateur;Amateur
amazonian;Amazonian
AMBIENT;Ambient
american_anti_slavery_society;American Anti-Slavery Society
american_cultures;American Cultures
amhara;Amhara
ammunition;Ammunition
ammunition_area_effect_calculations;Ammunition Area Effect Calculations
ammunition_area_effect_calculations_desc;By making statistical standard measurements of how much ammunition was needed to give the right effect against a predefined size of enemy unit in a predefined square area, combat became more cost efficient.
ammunition_conservation_system;Ammunition Conservation System
ammunition_conservation_system_desc;This was the combination of premeasured firing speed and area hit differentiators. It enabled the gun to fire optimized to get the best hit picture at the lowest ammunition usage rates.
ammunition_factory;Ammunition Factory
ammunition_factory;Ammunition Factory
ammunition_factory_desc;Here, a wide variety of ammunitions are produced. The prerequisites are iron, coal and sulphur.
ammunition_production;Ammunition Production
ammunition_production_desc;The design and production of basic munitions saw much improvement over the course of the 19th century. Advances in weapons design -- from muzzle to breech loads to semi-automatics and machine guns -- naturally meant that the design and production of ammunition also had to follow suit.
AMOUNT_OF_DIVISIONS_IS_ATLEAST_TRIGGER;即$COUNTRY$劬 Number of divisions is at least 即$VALUE$劬.\n
AMOUNT_OF_DIVISIONS_IS_NOT_TRIGGER;即$COUNTRY$劬 number of divisions is not 即$VALUE$劬.\n
amphibious_warfare_training;Amphibious Warfare Training
amphibious_warfare_training_desc;The experiences of the First World War had demonstrated not only the potential of large-scale amphibious warfare, but also the limitations of current practices and equipment. As such, in the interwar period the major powers worked to increase their capability to launch effective amphibious assaults. These efforts included not only the development of needed equipment, such as purpose-built landing craft, but also the creation and training of land units specializing in amphibious assaults, and the creation of specific naval strategies and tactics to best utilize warships in support and defence of amphibious operations.
AMVASSAL;Is a puppet of $LIST$.
anaconda_plan;The Anaconda Plan
analytic_philosophy;Analytic Philosophy
analytic_philosophy_desc;Analytic Philosophy
anarchic_bomb_throwers;Anarchic Bomb Throwers
anarcho_liberal;Anarcho Liberal
anarcho_liberal;Anarcho-Liberal
anarcho_liberal_focus;Party loyalty towards 即anarcho-liberale! 
anarcho_liberal_focus_short;即Anarcho-liberale! loyalty
anarcho_liberal_rebels_army;$COUNTRY_ADJ$ Citizen Guard
anarcho_liberal_rebels_desc;The Citizen Guard are militant liberals who have risen up in rebellion against the, real or perceived, oppressive practices of the government and the state apparatus, seeking to protect their personal liberty whatever the cost. Fighting against the tyrannical state, these revolutionaries consider themselves freedom-fighters in the true sense of the word.
anarcho_liberal_rebels_name;$COUNTRY$ Anarcho-Liberals
anarcho_liberal_rebels_title;Anarcho-Liberal
anarcho_liberal_uh;Anarcho-Liberals want to see social reforms rolled back, and will never support further reforms of any kind.
AND;and 
AND_MORE;&& ....
AND_TRIGGER_STARTS;All of the below
anglo_canadian;Anglo Canadian
ANH;Anhalt
ANH_ADJ;Anhaltian
ANH_anarcho_liberal;Radical Arbeiterpartie
ANH_communist;Communist Arbeiterpartie
ANH_conservative;Zentrumspartei
ANH_conservative_2;Konservative Partei
ANH_conservative_3;Christsoz. Arbeiterpartei
ANH_fascist;NSDP
ANH_liberal;Liberaldem. Partei
ANH_liberal_2;Nationalliberale 
ANH_liberal_3;Freisinnige Partei
ANH_reactionary;Nationale Partei
ANH_socialist;Deutscher Arbeiterverein
ANH_socialist_2;Sozialdem. Arbeiterpartei 
ANH_socialist_3;Sozial. Arbeiterpartei 
animist;Animist
ANN_1371;Tonkin
ANN_1374;Annam
ANN_1383;Cochin China
ANN_anarcho_liberal;Viet Nam Quang Phuc Hei
ANN_anarcho_liberal_2;The Radical Party
ANN_communist;The Communist Party
ANN_conservative;Nguyen danh tee
ANN_fascist;The Fascist Party
ANN_liberal;Cen Vuong
ANN_liberal_2;Duy Ten Hei
ANN_liberal_3;The Liberal Party
ANN_liberal_4;The Liberal Party
ANN_reactionary;The Nationalist Party
ANN_socialist;The Socialist Party
annals_of_the_fulani_jihad_desc;Abdullahi dan Fodio (1766-1828), the emir of Gwandu, wrote, while he was still alive, a book on the Fulani Jihad, the baptism of fire by which Sokoto was formed. By spreading word of this magnificent work of history, we can bring glory and renown to our nation.
annals_of_the_fulani_jihad_title;Annals of The Fulani Jihad
ANNEX_1;$ACTOR$
ANNEX_2;$MONARCHTITLE$,
ANNEX_3;$ACTOR$ annexed $RECIPIENT$
ANNEX_4;which now is part of their country.
ANNEX_5;*
ANNEX_6;*
ANNEX_BTN1;OK
ANNEX_BTN2;OK
ANNEX_BTN3;Goto
annex_core_country;Restore Order
annex_core_country_desc;Annex a foreign 即country劬 all provinces of which are your cores.
annex_core_country_setup;Annex $RECIPIENT$
annex_core_country_short;Annex $RECIPIENT$
annex_hawaii_desc;The Newlands Resolution was a joint resolution of The U.S. Congress passed in 1898, and named after congressman Francis G. Newlands, which annexed the Republic of Hawaii to the United States, thus creating the Territory of Hawaii.
annex_hawaii_title;The Newlands Resolution
ANNEX_HEADER;The Foreign Ministry reports
ANNEX_LOG;$ACTOR$ annexed $RECIPIENT$.
ANNEX_MAP;*
ANNEX_SETUP;When a nation Annexes another nation
annual_report_proceedings;Annual Report Proceedings
annual_report_proceedings_desc;By instituting rules for the proceeding of annual reports for the firm the transparency of the market increased to the joy of both investors and owners. It was also easier to monitor firms that had problems.
anti__rationalism;Anti- Rationalism
anti__rationalism_desc;Anti- Rationalism
anti_aircraft_artillery;Anti-Aircraft Artillery
anti_aircraft_artillery_desc;In response to the increasing role of aircraft in armed conflict, new methods and weapons were designed to counter this new threat. Dedicated anti-aircraft artillery was a major step forward in this area.
anti_egalitarianism;Anti-Egalitarianism
anti_egalitarianism_desc;This view is based on the theory of natural justice, which says that how people are born can never be unjust. Justice is completely relational. The effect is that the view that actions must be made to increase equality is wrong, if such action is not correcting a legal error.
anti_jacobin_tract;Anti-Jacobin Tract
anti_military;Anti Military
anti_military_desc;The armed forces are a drain on the state coffers and the government feels money is better spent elsewhere.
anti_military_l;Anti Military
anti_trust_laws;Anti-Trust Laws
anti_trust_laws_desc;This legislation stopped concentration of power on the market. Sometimes an actor became too big and competition diminished on the market, which meant that prices were raised unproportionally.
ANY_ALL;Any/All
ANY_CORE_PROVINCE;Any Core
ANY_CORE_STARTS;Any Core Country
ANY_GP_STARTS;Any Great Power
ANY_OWNED_LIMITED;For Any province that is\n
any_owned_province;Any Owned Province
ANY_PROVINCE_STARTS;Any owned province
ANY_STATE_STARTS;Any State
ANY_SUBSTATE;Any substate of
anynomous_investor_business;Anynomous Investor Business
anynomous_investor_business_desc;This style of business culture meant that the owners treated the business as an investment. Ownership was not about producing and selling things. Instead the only reason for being the owner was to see the business ratios rise. This practice was professional, but lacked commitment and was intensely risk-aversive.
apache_army;Apache War Party
apache_desc;The Apache rise to defend their ancestral lands from the encroachment of American settlers and soldiers. They are angered by broken promises from Washington, and will fight fiercely to halt the colonization of the West.
apache_name;Apache
apache_title;Apache
apply_for_USA_statehood_desc;Our position on the North American continent, and our traditional cultural ties to the USA, make it likely that the USA would accept a petition of statehood from us. Doing this means our country will be annexed by the United States
apply_for_USA_statehood_title;Apply for Statehood
appointed;Appointed
appointed_desc;Aristocrats or capitalists have been assigned seats in the Upper House by the leader of the country.
appointed_l;Appointed UH
April;April
ARA;Arabia
ARA_ADJ;Arab
ARA_anarcho_liberals;Anarcho-Liberals
ARA_communist;Communists
ARA_conservative;Conservatives
ARA_fascist;National Socialist Party
ARA_liberal;Liberals
ARA_reactionary;Reactionaries
ARA_socialist;Socialists
arab;Arab
arctic;Arctic
ARG;Argentina
ARG_2355;Buenos Aires
ARG_2357;Corrientes
ARG_2363;Santa Fe
ARG_2368;Jujuy
ARG_2377;Chaco
ARG_2384;La Pampa
ARG_2387;Tucumen
ARG_2391;Patagonia Septentrional
ARG_2393;Reo Negro
ARG_2398;Patagonia Meridional
ARG_ADJ;Argentinian
ARG_anarcho_liberal;Partido Radical
ARG_communist;Partido Comunista
ARG_conservative;Partido Federal
ARG_conservative_2;Partido Nacional
ARG_conservative_3;Autonomista Nacional
ARG_conservative_4;Partido Autonomista
ARG_conservative_5;Unien Civica Nacional
ARG_fascist;Partido Fascista
ARG_liberal;Partido Liberal
ARG_liberal_2;Partido Unitario
ARG_liberal_3;Unien Civica
ARG_liberal_4;Unien Civica Radical
ARG_reactionary;Partido Reaccionario
ARG_socialist;Partido Socialista
aristocrat;Aristocrat
aristocrats;Aristocrats
ARM;Armenia
ARM_ADJ;Armenian
ARM_anarcho_liberal;The Radical Faction
ARM_communist;The Communist Faction
ARM_conservative;Bey Faction
ARM_conservative_2;Armenakans
ARM_fascist;The Fascist Faction
ARM_liberal;Toughte Sherepa
ARM_liberal_2;The Liberal Faction
ARM_liberal_3;The Liberal Faction
ARM_reactionary;The Nationalist Faction
ARM_socialist;Hnchakians
ARM_socialist_2;Dashnaktsutiunk
armaments_focus;Encourage Armaments Industry 
armaments_focus_short;Armaments Industry
armchair_general;Armchair General
armenian;Armenian
ARMIES;Land Units
armour_piercing_exploding_projectiles;Armour Piercing Exploding Projectiles
armour_piercing_exploding_projectiles_desc;These projectiles were specially developed to penetrate the thick armor plates of the capital ships. This invention opened up an evolution of new projectiles as a countermeasure to the ever increasing thickness of the plates.
armour_piercing_projectiles;Armour Piercing Projectiles
armour_piercing_projectiles_desc;These projectiles were specially developed to penetrate the thick armor plates of the capital ships. This invention opened up an evolution of new projectiles as a countermeasure to the ever increasing thickness of the plates.
armoured_cars;Armoured Cars
armoured_cars_desc;Armored Cars filled a role not well suited to tanks or to regular infantry mounted on trucks. Providing lighter vehicles to cavalry and police units, armored cars could travel at speed over regular roads, and provide a high degree of fire power per vehicle.
armoured_citadels;Armoured Citadels
armoured_citadels_desc;These were huge armored platforms containing several guns which became less vulnerable to hits that could make the ship unable to defend itself.
armoured_turrets;Armoured Turrets
armoured_turrets_desc;By armouring the gun turrets, the ship became less vulnerable to hits that made it unable to defend itself.
ARMY;Army
army_academic_training;Academic Training
army_academic_training_desc;This meant that to become an officer it was no longer enough to be of gentle blood. You also had to attend a formal education which could at best be as good as any college. This was one of the most important causes behind the professionalization of the officers corps.
army_alternative_plans;Alternative Plans
army_alternative_plans_desc;By letting the staff produce several alternative plans, the best alternative could be discerned faster by the commander. Also if things changed, the commander and his staff always had an alternative to go for quickly.
army_base;Armies
army_base_short;(A)
army_command_principle;The Command Principle
army_command_principle_desc;The Command Principle
army_continuous_issuing_of_orders;Continuous Issuing of Orders
army_continuous_issuing_of_orders_desc;By using a staff system even at low echelon units, leaders were enabled to give orders continuously and accurately. 
army_decision_making;Army Decision Making
army_decision_making_desc;Army Decision Making
army_delegated_power;Delegated Power
army_delegated_power_desc;This meant that an officer could temporary delegate authority to one or more of his subordinates when it came to clearly defined areas of responsibilities. This meant that he did not have to control everything himself at all times and that he could focus on the important questions.
army_doctrine;Army Doctrine
army_doctrine_desc;This is the doctrinal change of your army. New ideas of how to move and defend while increasing the defense of your units, increasing their speed, and giving you the possibility to enhance your fortifications.
ARMY_ENGINEER_DELAYED_TOOLTIP;Siege Efficiency is the ability of this army's engineers and tanks to reduce the effectiveness of enemy forts when attacking and sieging.\n\nThis army contains 即$ENGINEERUNITS$e! engineer and tank brigades out of a needed 即$ENGINEERMAXUNITS$e!, giving it a Siege Efficiency of 即$VAL$%e!.
ARMY_ENGINEER_TOOLTIP;Siege Efficiency: 即$VAL$e!%
army_independent_command;Independent Command
army_independent_command_desc;The old rules said that an officer breaking an order of a higher officer was to be brought to court martial. This made decision-making very indecisive. At this point regulations said that an officer was to carry on the core idea of the order of his superior officer, but how was at his own discretion.
army_leadership;Army Leadership
army_leadership_desc;These are the education and leadership principles used by your officer corps. Better leadership procedures will increase the organization and morale values of your units.
army_literate_ncos;Literate NCO's
army_literate_ncos_desc;When literate NCOs started to flock to the ranks the average quality of the units and the training of the soldiers increased.
army_local_military_government;Local Military Government
army_local_military_government_desc;In a highly militarized society, or a normal society in war, often not only military-civilian cooperation boards on a local level were needed, but sometimes most of the local government could be appointed officers as well. This meant not only a strong military control, but also that the power of the Army increased disproportionally in comparison to other governmental agencies.
army_military_political_decision_making;Military-Political Decision-making
army_military_political_decision_making_desc;In wartime an influential Army that had lobbied for their cause for a long time could get full control not only over the execution of the war, but also over the resource management of the country. This could basically be called a Military Dictatorship governed by the General Staff.
ARMY_NAME;$NUM$$ORDER$ Army
army_nco_tactical_training;NCO Tactical Training
army_nco_tactical_training_desc;By excessively training the NCOs in the field and with tactical situations, these not only became the leaders of the men, but also the initiative takers in combat.
army_nco_training;Army NCO Training
army_nco_training_desc;Army NCO Training
army_political_lobbying;Political Lobbying
army_political_lobbying_desc;By having high ranking officers attending politicians and being experts in defense commissions, the Army could easily have a strong influence over the political decisions concerning the defense and the security policy.
army_professionalism;Army Professionalism
army_professionalism_desc;Army Professionalism
ARMY_RECON_DELAYED_TOOLTIP;Recon Efficiency is the ability of this army's scouts to reduce the dig-in bonus of enemy armies and speed up sieges.\n\nThis army contains 即$RECONUNITS$e! recon brigades out of a needed 即$RECONMAXUNITS$e!, giving it a Recon Efficiency of 即$VAL$%e!.
ARMY_RECON_TOOLTIP;Recon Efficiency: 即$VAL$e!%
army_risk_management;Army Risk Management
army_risk_management_desc;Army Risk Management
army_schools;Army Training
army_schools_l;Army Training
army_societal_status;Societal Status
army_societal_status_desc;At this time the professionalization of the officer corps and the fact that the majority of it consisted of middle class men rather than gentry increased its societal status.
ARMY_SPLIT_AND_LOAD_DESC_1;即$UNIT$e! will be split between eG$NUM$e! ship(s):
ARMY_SPLIT_AND_LOAD_DESC_2; - 即$NAVY$e! ($NUM$ weight)
